energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.814,124.921,0.707,pop,-4.509,,0.717,Rihanna,4,0.0577,78,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,Good Girl Gone Bad: Reloaded,Throwback Party,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,2VOomzT6VavJOGBeySqaMc,Disturbia,2008-06-02,0.0,3JSWZWeTHF4HDGt5Eozdy7,0,11,238627,0.0861,2VOomzT6VavJOGBeySqaMc,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.907,140.982,0.518,pop,-3.732,0.0838,0.961,Billy Ocean,4,0.0343,71,https://api.spotify.com/v1/tracks/4GhtDORJiSRYxj6M1bv0vX,spotify:track:4GhtDORJiSRYxj6M1bv0vX,Billy Ocean (Expanded Edition),Throwback Party,https://api.spotify.com/v1/audio-analysis/4GhtDORJiSRYxj6M1bv0vX,4GhtDORJiSRYxj6M1bv0vX,Love Really Hurts Without You,1976-01-05,1.15e-05,6o3pySsbnUSjfJvLFSMZgz,1,5,179013,0.00221,4GhtDORJiSRYxj6M1bv0vX,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.604,159.92,0.561,soul,-4.409,0.104,0.242,Teddy Swims,3,0.0337,81,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,spotify:track:6usohdchdzW9oML7VC4Uhk,Lose Control,Soul Coffee,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,6usohdchdzW9oML7VC4Uhk,Lose Control,2023-06-23,1.9e-05,5QMiub2LonMqxB7dhtbPlX,1,9,210689,0.199,6usohdchdzW9oML7VC4Uhk,classic,audio_features,37i9dQZF1DXaXDsfv6nvZ5
0.631,121.854,0.772,hip-hop,-5.082,0.129,0.433,"Offset, Travis Scott",4,0.0431,70,https://api.spotify.com/v1/tracks/2Gk6fi0dqt91NKvlzGsmm7,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,SET IT OFF,Gangster Rap,https://api.spotify.com/v1/audio-analysis/2Gk6fi0dqt91NKvlzGsmm7,2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),2023-10-13,0.0,1D1hLipjrdB6pnxurMtC3E,1,10,173253,0.0648,2Gk6fi0dqt91NKvlzGsmm7,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.783,149.027,0.777,pop,-4.477,0.355,0.939,"ROSÉ, Bruno Mars",4,0.26,98,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,Global Top 50,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,0.0,2IYQwwgxgOIn7t3iF6ufFD,0,0,169917,0.0283,5vNRhkKd0yEAg8suGBpjeY,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.876,130.21,0.412,r&b,-6.008,0.297,0.706,"Lloyd, Lil Wayne",5,0.472,73,https://api.spotify.com/v1/tracks/5Y77SQxEr1eiofPeUTPHxM,spotify:track:5Y77SQxEr1eiofPeUTPHxM,Street Love,R&B Hits,https://api.spotify.com/v1/audio-analysis/5Y77SQxEr1eiofPeUTPHxM,5Y77SQxEr1eiofPeUTPHxM,You,2007-01-01,0.0,6Lq7nLkIq7C0zVJp0OGSGO,0,5,273133,0.102,5Y77SQxEr1eiofPeUTPHxM,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.413,146.05,0.747,hip-hop,-11.197,0.17,0.481,Central Cee,4,0.488,72,https://api.spotify.com/v1/tracks/3zkyus0njMCL6phZmNNEeN,spotify:track:3zkyus0njMCL6phZmNNEeN,LET GO,UK Drill,https://api.spotify.com/v1/audio-analysis/3zkyus0njMCL6phZmNNEeN,3zkyus0njMCL6phZmNNEeN,LET GO,2022-12-15,0.0,1QYPAEk2Ksj3WPv3mvoDnL,0,2,174247,0.848,3zkyus0njMCL6phZmNNEeN,drill,audio_features,652TD735fW0JesE9VgHhzS
0.525,75.013,0.776,hip-hop,-6.723,0.108,0.467,Latto,4,0.137,70,https://api.spotify.com/v1/tracks/1JF8LkQWZ8grXb2emqrNKn,spotify:track:1JF8LkQWZ8grXb2emqrNKn,Sugar Honey Iced Tea,RapCaviar,https://api.spotify.com/v1/audio-analysis/1JF8LkQWZ8grXb2emqrNKn,1JF8LkQWZ8grXb2emqrNKn,Brokey,2024-08-09,0.0,1S9LGRodo5jsXGsMeVaYNp,1,1,217613,0.0366,1JF8LkQWZ8grXb2emqrNKn,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.814,93.482,0.683,afrobeats,-3.505,,0.758,Tyla,4,0.0466,78,https://api.spotify.com/v1/tracks/1Cbl3Yq8rHo7hhDQmLQagU,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,TYLA +,Afro Hits,https://api.spotify.com/v1/audio-analysis/1Cbl3Yq8rHo7hhDQmLQagU,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,2024-10-11,0.00826,5QsVRNOKVMCeVAIUoOQJ13,1,2,156826,0.277,1Cbl3Yq8rHo7hhDQmLQagU,nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.512,144.926,0.848,hip-hop,-7.757,0.101,0.881,Shubh,4,0.118,75,https://api.spotify.com/v1/tracks/5ZLkihi6DVsHwDL3B8ym1t,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,One Love,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/5ZLkihi6DVsHwDL3B8ym1t,5ZLkihi6DVsHwDL3B8ym1t,One Love,2023-08-18,0.00645,3tNH9Fp4dm3qa3Kr4cv5uJ,1,7,159222,0.284,5ZLkihi6DVsHwDL3B8ym1t,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
0.95,150.019,0.673,gaming,-5.149,,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",4,0.0488,81,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,1J7XItLnNLegigdh4AjGKN,1,11,140000,0.0229,09CnYHiZ5jGT1wr1TXJ9Zt,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.64,101.991,0.691,blues,-5.087,0.2,0.452,Céline Dion,4,0.0384,69,https://api.spotify.com/v1/tracks/2FTZeRHQ4gRPViPMpWL9uX,spotify:track:2FTZeRHQ4gRPViPMpWL9uX,A New Day Has Come,Classic Blues,https://api.spotify.com/v1/audio-analysis/2FTZeRHQ4gRPViPMpWL9uX,2FTZeRHQ4gRPViPMpWL9uX,I'm Alive,2002-03-22,5.24e-06,1YQ5V21NSxR9ZauQ3RUbfZ,1,8,210227,0.0247,2FTZeRHQ4gRPViPMpWL9uX,classic,audio_features,5arFyak5nEhUf9kpsssXxT
0.682,100.036,0.75,latin,-3.825,0.112,0.618,Beéle,4,0.0945,79,https://api.spotify.com/v1/tracks/60u6hcpH5Qm1M3xESdNBrB,spotify:track:60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,Viva Latino,https://api.spotify.com/v1/audio-analysis/60u6hcpH5Qm1M3xESdNBrB,60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,2024-09-26,1.28e-06,0Wf0E2diHQJRdkPR12BcXs,1,10,165178,0.168,60u6hcpH5Qm1M3xESdNBrB,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.795,112.067,0.645,rock,-12.095,0.104,0.535,Tears For Fears,4,0.0527,85,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Songs From The Big Chair (Super Deluxe Edition),80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,1985-02-25,0.00389,3myPwaMYjdwhtq0nFgeG6W,1,7,251489,0.347,4RvWPyQ5RL0ao9LPZeSouE,80s,audio_features,37i9dQZF1DX1spT6G94GFC
0.575,120.031,0.88,hip-hop,-6.091,0.109,0.671,"Lil Tjay, Offset, Moneybagg Yo",4,0.163,71,https://api.spotify.com/v1/tracks/1dg3qy5DjoJodawfOCgrTP,spotify:track:1dg3qy5DjoJodawfOCgrTP,Destined 2 Win,Gangster Rap,https://api.spotify.com/v1/audio-analysis/1dg3qy5DjoJodawfOCgrTP,1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),2021-04-02,0.0,3MEKpJ7wSSp6Z661ThjrUJ,1,6,232048,0.415,1dg3qy5DjoJodawfOCgrTP,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.806,119.001,0.851,pop,-4.618,0.121,0.774,Lady Gaga,4,0.0787,81,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,The Fame,Throwback Party,https://api.spotify.com/v1/audio-analysis/1QV6tiMFM6fSOKOGLMHYYg,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,1.72e-06,1qwlxZTNLe1jq3b0iidlue,1,4,237200,0.119,1QV6tiMFM6fSOKOGLMHYYg,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.471,105.029,0.472,pop,-5.692,0.14,0.219,Benson Boone,3,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.587,186.003,0.679,pop,-7.015,0.137,0.486,"The Weeknd, Daft Punk",4,0.276,87,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,Starboy,Throwback Party,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,6.35e-06,2ODvWsOgouMbaA5xf0RkJe,1,7,230453,0.141,7MXVkk9YMctZqd1Srtv4MB,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.652,173.008,0.274,rock,-6.196,0.108,0.1,STARSET,4,0.0625,70,https://api.spotify.com/v1/tracks/3Xfg7AegXaDLoD5GOUMf2e,spotify:track:3Xfg7AegXaDLoD5GOUMf2e,Transmissions (Deluxe Version),Alternative Rock,https://api.spotify.com/v1/audio-analysis/3Xfg7AegXaDLoD5GOUMf2e,3Xfg7AegXaDLoD5GOUMf2e,My Demons,2014,6.42e-05,0Ypo27qP4udOQKGfNT48hn,0,5,288036,0.00768,3Xfg7AegXaDLoD5GOUMf2e,alternative,audio_features,4q2NzGlz5Nn6kB6Dh2vBKX
0.817,128.078,0.883,electronic,-5.414,0.11,0.595,"AronChupa, Little Sis Nora",4,0.235,70,https://api.spotify.com/v1/tracks/5MhsZlmKJG6X5kTHkdwC4B,spotify:track:5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,EDM Hits,https://api.spotify.com/v1/audio-analysis/5MhsZlmKJG6X5kTHkdwC4B,5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,2014-08-08,0.00449,1qHVYbxQ6IS8YRviorKDJI,1,0,166849,0.601,5MhsZlmKJG6X5kTHkdwC4B,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.862,95.051,0.712,pop,-4.612,0.093,0.809,Maroon 5,4,0.0378,82,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,Songs About Jane: 10th Anniversary Edition,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,6ECp64rv50XVz93WvxXMGF,This Love,2002,0.0,5zClcGCSWj926AMjvBNSLc,0,5,206200,0.0525,6ECp64rv50XVz93WvxXMGF,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.326,134.049,0.46,korean,-8.226,0.0874,0.214,Crush,4,0.0304,69,https://api.spotify.com/v1/tracks/0UaaFmF3xUwMjnuAHBq7qL,spotify:track:0UaaFmF3xUwMjnuAHBq7qL,"Queen of Tears (Original Television Soundtrack), Pt.4",K-Drama OSTs,https://api.spotify.com/v1/audio-analysis/0UaaFmF3xUwMjnuAHBq7qL,0UaaFmF3xUwMjnuAHBq7qL,Love You With All My Heart,2024-03-24,0.0,0B0JmGO8lQYuqxn02gcFvx,1,4,244187,0.763,0UaaFmF3xUwMjnuAHBq7qL,drama,audio_features,37i9dQZF1DWUXxc8Mc6MmJ
0.821,140.039,0.777,electronic,-4.963,0.218,0.439,"Hannah Laing, RoRo",4,0.0595,71,https://api.spotify.com/v1/tracks/0ZVjgfaC2Ptrod9v6p9KFP,spotify:track:0ZVjgfaC2Ptrod9v6p9KFP,Good Love,Techno Bunker,https://api.spotify.com/v1/audio-analysis/0ZVjgfaC2Ptrod9v6p9KFP,0ZVjgfaC2Ptrod9v6p9KFP,Good Love,2023-05-12,0.0042,4SCAkvXJmXuvoQTlQU7Q48,1,1,169535,0.14,0ZVjgfaC2Ptrod9v6p9KFP,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.0823,67.238,0.252,electronic,-27.338,0.0857,0.0381,leadwave,4,0.0344,70,https://api.spotify.com/v1/tracks/4VkRQSpG16JxrXaVlNyWdX,spotify:track:4VkRQSpG16JxrXaVlNyWdX,memories,Vaporwave Essentials,https://api.spotify.com/v1/audio-analysis/4VkRQSpG16JxrXaVlNyWdX,4VkRQSpG16JxrXaVlNyWdX,memories,2022-09-23,0.928,1W7locJBenHBGz0Z8OzBcq,1,5,86320,0.951,4VkRQSpG16JxrXaVlNyWdX,vaporwave,audio_features,37i9dQZF1EIdOtkojz5FWw
0.662,112.509,0.897,hip-hop,-6.903,0.534,0.39,"Lil Baby, Gunna",4,0.292,79,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Drip Harder,Melodic Rap,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),2018-10-05,0.0,2yXnY2NiaZk9QiJJittS81,0,1,145543,0.0852,78QR3Wp35dqAhFEc2qAGjE,melodic,audio_features,37i9dQZF1EIgLJJI0PCAq9
0.249,82.803,0.418,blues,-13.744,0.112,0.213,Enya,4,0.0301,71,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,A Day Without Rain,Classic Blues,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,6FLwmdmW77N1Pxb1aWsZmO,Only Time,2000-11-11,0.661,2ioso1tqQ5zABQDVYyiUi5,1,3,218547,0.841,6FLwmdmW77N1Pxb1aWsZmO,classic,audio_features,5arFyak5nEhUf9kpsssXxT
0.86,127.075,0.608,pop,-5.324,0.262,0.437,"Flo Rida, Sia",4,0.0554,77,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones,Throwback Party,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,0.0,7eLwoxxWs6lfkVYJGkGNbk,0,5,232947,0.0991,1NpW5kyvO4XrNJ3rnfcNy3,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.734,97.044,0.918,hip-hop,-2.832,0.191,0.608,Outkast,4,0.269,70,https://api.spotify.com/v1/tracks/2vfvGlqCB7oertO5VLE0sz,spotify:track:2vfvGlqCB7oertO5VLE0sz,ATLiens,90s Hip-Hop,https://api.spotify.com/v1/audio-analysis/2vfvGlqCB7oertO5VLE0sz,2vfvGlqCB7oertO5VLE0sz,ATLiens,1996-08-27,8.01e-06,1IaBCF26OjgYwUCEPaIyC0,0,11,230693,0.0296,2vfvGlqCB7oertO5VLE0sz,90s,audio_features,37i9dQZF1DX186v583rmzp
0.88,92.055,0.753,hip-hop,-3.165,,0.582,Matuê,4,0.081,73,https://api.spotify.com/v1/tracks/6QsHhB0W9GtLF3cI7mUVkQ,spotify:track:6QsHhB0W9GtLF3cI7mUVkQ,333,Trap,https://api.spotify.com/v1/audio-analysis/6QsHhB0W9GtLF3cI7mUVkQ,6QsHhB0W9GtLF3cI7mUVkQ,1993,2024-09-09,0.0,5CP84pfi4AFe95UTACFWrk,1,11,127826,0.455,6QsHhB0W9GtLF3cI7mUVkQ,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.645,114.933,0.882,pop,-7.233,0.057,0.788,Ndotz,4,0.0601,87,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,Embrace It,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,0io16MKpbeDIdYzmGpQaES,Embrace It,2024-08-23,4.13e-05,0mV9Pfr1GfoZLkp1EAau9P,1,1,104419,0.475,0io16MKpbeDIdYzmGpQaES,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.693,86.009,0.662,r&b,-4.298,0.145,0.655,Chris Brown,4,0.0698,74,https://api.spotify.com/v1/tracks/5Lgcn7u07bHuqbOtXkN62u,spotify:track:5Lgcn7u07bHuqbOtXkN62u,Exclusive (Expanded Edition),R&B Hits,https://api.spotify.com/v1/audio-analysis/5Lgcn7u07bHuqbOtXkN62u,5Lgcn7u07bHuqbOtXkN62u,With You,2007-11-06,0.0,6p5pW2WwgVECsOhrXPAyhI,1,3,252120,0.134,5Lgcn7u07bHuqbOtXkN62u,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.761,146.003,0.62,gaming,-7.282,,0.194,Jungle,4,0.175,79,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,spotify:track:19kHhX6f6EfLU7rcO3RqjO,Volcano,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,19kHhX6f6EfLU7rcO3RqjO,Back On 74,2023-08-11,0.000147,5xnXOCf5aZgZ43DgGN4EDv,0,10,209483,0.207,19kHhX6f6EfLU7rcO3RqjO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.361,187.711,0.363,country,-14.398,0.154,0.612,"Waylon Jennings, Willie Nelson",3,0.0499,68,https://api.spotify.com/v1/tracks/7nVQ8mo77KaUvhUQzh4vMy,spotify:track:7nVQ8mo77KaUvhUQzh4vMy,Waylon & Willie,Classic Country,https://api.spotify.com/v1/audio-analysis/7nVQ8mo77KaUvhUQzh4vMy,7nVQ8mo77KaUvhUQzh4vMy,Mammas Don't Let Your Babies Grow up to Be Cowboys,1978-01-01,0.00119,6GDs0ZZVR2jDV8n4m11KWO,1,9,152867,0.623,7nVQ8mo77KaUvhUQzh4vMy,classic,audio_features,5AgNIKN8i20irzvQ7CTO68
0.908,114.816,0.415,metal,-9.701,0.082,0.437,Pantera,4,0.0765,71,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,Metal Essentials,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,1990-07-20,0.0345,5szY4sBOSD6IFjFN1RtWTe,1,2,243533,0.00437,2SgbR6ttzoNlCRGQOKjrop,classic,audio_features,37i9dQZF1DWWOaP4H0w5b0
0.943,94.612,0.331,punk,-3.188,0.242,0.296,Evanescence,4,0.0698,83,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,Fallen,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,2003-03-04,2.06e-06,02w1xMzzdF2OJxTeh1basm,0,4,235893,0.00721,0COqiPhxzoWICwFCS4eZcp,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.886,145.781,0.202,punk,-3.805,,0.192,My Chemical Romance,4,0.0816,70,https://api.spotify.com/v1/tracks/1yKAqZoi8xWGLCf5vajroL,spotify:track:1yKAqZoi8xWGLCf5vajroL,Three Cheers for Sweet Revenge,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/1yKAqZoi8xWGLCf5vajroL,1yKAqZoi8xWGLCf5vajroL,The Ghost of You,2004-06-08,0.0,3DuiGV3J09SUhvp8gqNx8h,0,11,194253,0.0286,1yKAqZoi8xWGLCf5vajroL,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.551,92.887,0.911,r&b,-3.75,0.0863,0.969,Mary J. Blige,4,0.045,78,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,No More Drama,R&B Hits,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,2001-08-28,4.35e-05,5QJmKwPveBV4IwLlo4OcG4,0,8,265867,0.133,3aw9iWUQ3VrPQltgwvN9Xu,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.731,149.987,0.583,rock,-6.18,,0.446,Café Tacvba,4,0.0271,74,https://api.spotify.com/v1/tracks/6kdCN6gTWLcLxmLXoUcwuI,spotify:track:6kdCN6gTWLcLxmLXoUcwuI,Cuatro Caminos,Spanish Rock Classics,https://api.spotify.com/v1/audio-analysis/6kdCN6gTWLcLxmLXoUcwuI,6kdCN6gTWLcLxmLXoUcwuI,Eres,2003-07-01,0.0136,3ifA4OUPiT92YB4vYtAdVh,0,9,267600,0.0107,6kdCN6gTWLcLxmLXoUcwuI,spanish,audio_features,4pJvzaBmfEjNSEva1k2fkD
0.394,104.114,0.693,rock,-15.882,0.247,0.721,Pink Floyd,4,0.0428,74,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,The Wall,Rock Classics,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",1979-11-30,0.000694,5Dbax7G8SWrP9xyzkOvy2F,1,0,238747,0.0782,4gMgiXfqyzZLMhsksGmbQV,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.424,119.705,0.754,pop,-8.463,0.0652,0.806,Bobby Helms,4,0.0363,80,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Global Top 50,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,1957-12-02,0.0,3wivyOdotHWZ9dcuXMjPKT,1,2,130973,0.643,7vQbuQcyTflfCIOu3Uzzya,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.576,166.162,0.77,arabic,-11.845,0.08,0.364,Polo G,4,0.339,68,https://api.spotify.com/v1/tracks/40QrLHWdsxyXLAdjJG4Rxs,spotify:track:40QrLHWdsxyXLAdjJG4Rxs,Die A Legend,Arab X,https://api.spotify.com/v1/audio-analysis/40QrLHWdsxyXLAdjJG4Rxs,40QrLHWdsxyXLAdjJG4Rxs,Chosen 1,2019-06-07,0.0,26ztFK3E69j5THJQdyxC5w,0,8,127200,0.138,40QrLHWdsxyXLAdjJG4Rxs,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,Chappell Roan,4,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.0187,4xdBrk0nFZaP54vvZj0yx7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.689,97.963,0.882,latin,-4.027,0.0501,0.746,"ROSALÍA, J Balvin, El Guincho",4,0.124,69,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,spotify:track:2qG5sZ7Si6sdK74qLxedYM,Con Altura,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,Con Altura,2019-03-28,0.00325,4bxHLppgdmaYJk0yfdcP0l,1,6,161627,0.39,2qG5sZ7Si6sdK74qLxedYM,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.432,81.109,0.695,latin,-8.195,0.296,0.765,Los Ángeles Azules,4,0.0479,71,https://api.spotify.com/v1/tracks/5hrxAFrYbNTLjAYSrmbpgr,spotify:track:5hrxAFrYbNTLjAYSrmbpgr,Una Lluvia De Rosas,Cumbia Classics,https://api.spotify.com/v1/audio-analysis/5hrxAFrYbNTLjAYSrmbpgr,5hrxAFrYbNTLjAYSrmbpgr,El Listón De Tu Pelo,1999-01-01,0.0,3cwMyqMeTxBd26z6AjKGdv,0,11,216107,0.312,5hrxAFrYbNTLjAYSrmbpgr,cumbia,audio_features,0KmkdDrKlNG5GPuoF0sf3y
0.688,127.938,0.608,electronic,-8.597,0.08,0.214,Lost Frequencies,4,0.0499,68,https://api.spotify.com/v1/tracks/4r6c2ClnuYLwNv4lEM7XlW,spotify:track:4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,Techno Bunker,https://api.spotify.com/v1/audio-analysis/4r6c2ClnuYLwNv4lEM7XlW,4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,2024-11-08,0.00736,15jDxA16MFYS22jkKrzT59,0,5,171094,0.0554,4r6c2ClnuYLwNv4lEM7XlW,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
